post_date,transaction_id,tag_no,unit,cost_center,entry_time,exit_time,toll_loc_name_start,entry_plaza,toll_loc_name_end,exit_plaza,toll_class,agency,amount,transactiondesc
2025-10-09,332125079279034,B6010204247,8436,,2025-10-08 10:28:20+00:00,,Marshall Drive (MARDR),PGBW-MARDR-03,nan,-,,NTTA,2.6,
2025-10-09,152752992446787,B6010057263,S23027,,2025-10-08 20:06:31+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,1.2,
2025-10-11,284586457109636,B5010022289,S22012,,2025-10-10 12:00:36+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.24,
2025-10-13,124534640418287,B6010086525,8645,,2025-10-10 11:11:15+00:00,,Sam Houston North Plaza,SHT-SAMN-05,nan,-,,HCTRA,7.0,
2025-10-13,309104911035931,B6010035637,8349,,2025-10-12 07:38:05+00:00,,gpw-mokml-50,GPW-MOKML,nan,-,,HCTRA,5.6,
2025-10-16,241182459104009,B5010060221,8152,,2025-10-14 13:49:51+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,4.36,
2025-10-15,301634435450074,B6010174709,251,,2025-10-14 09:59:30+00:00,,0.4 - Mainline Plaza (Z-Move),4CO,nan,-,,FDOT,1.71,
2025-10-16,972004026800806,B6010086526,8655,,2025-10-14 09:03:54+00:00,,Fort Bend Pkwy Extension Mainlane from 90A,SHT-90A-03,nan,-,,HCTRA,7.0,
2025-10-09,227150873532782,B6010205367,8427,,2025-10-08 02:32:36+00:00,,gpw-spnml-51,GPW-SPNML,nan,-,,HCTRA,10.04,
2025-10-12,151916134496185,B6010086561,8654,,2025-10-10 14:48:25+00:00,,Sam Houston SE Plaza,SHT-SAMSE-04,nan,-,,HCTRA,7.0,
2025-10-14,200667394362214,B6010219218,8402,,2025-10-13 13:22:16+00:00,,Haysville-Derby 71st  Mulvane K-53,KTA-KTA036SB,nan,-,,KTA,0.83,
2025-10-15,296900995296521,B6010105982,8120,,2025-10-13 08:43:46+00:00,,wr-bgcbn,WR-BGCBN-13,nan,-,,OTA,11.31,
2025-10-08,175361819706348,B5010022289,S22012,,2025-10-07 20:52:03+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.1,
2025-10-16,175693744101268,B6010119901,8329,,2025-10-14 09:53:05+00:00,,A 77,A77,nan,-,,PTC,8.0,
2025-10-14,191433534447904,B5010058942,259,,2025-10-13 22:00:35+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.28,
2025-10-15,322496074175944,B6010057268,S23012,,2025-10-13 21:38:06+00:00,,Exit 270 - Austin Chaney Road,M13,nan,-,,NCTA,0.48,
2025-10-20,108094983189000,B6010066093,S24015,,2025-10-13 19:17:37+00:00,,SR874 South (at Tpke),S80,nan,-,,MDX,0.23,
2025-10-11,171390389600493,B6010172681,221,,2025-10-09 21:19:05+00:00,,jkt-wstrn,JKT-WSTRN-05,nan,-,,OTA,4.6,
2025-10-16,146696255573512,U227101-TN,13120,,2025-10-09 18:33:34+00:00,,Hardy South Plaza,HDY-HDYS-05,nan,-,,HCTRA,8.4,
2025-10-15,212268031611413,B6010086474,8648,,2025-10-13 03:59:09+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-11-09,155641724647316,V5307HY-TN,265,,2025-10-09 06:08:12+00:00,,sht-sh249-31,249-149N,nan,-,,HCTRA,3.68,
2025-10-15,464293959923079,B6010057263,S23027,,2025-10-10 15:49:47+00:00,,Emporia I-35  Cassoday K-177,KTA-KTA123NB,nan,-,,KTA,1.68,
2025-10-16,270480245873327,B6010052909,8610,,2025-10-14 11:25:47+00:00,,T 349,T349,nan,-,,PTC,6.6,
2025-10-10,256184306691526,B6010107803,8660,,2025-10-09 12:44:50+00:00,,El Dorado US-77  US-254,KTA-KTA073SB,nan,-,,KTA,0.69,
2025-10-10,507448367044614,B6010174721,77,,2025-10-08 22:53:45+00:00,,49 - Hollywood,006120,nan,-,,FDOT,2.32,
2025-10-16,269774406711272,B6010052915,8606,,2025-10-14 09:48:56+00:00,,A 31,A31,nan,-,,PTC,8.0,
2025-10-08,179145464972352,B5010022289,S22012,,2025-10-07 21:20:56+00:00,,Lawrence US-59S  Lecompton K-10,KTA-KTA201WB,nan,-,,KTA,0.24,
2025-10-13,128248225387970,B6010108554,S24035,,2025-10-11 01:07:19+00:00,,Sully Rd,063,nan,-,,VDOT,2.0,
2025-10-09,184112727768001,B6010039121,8435,,2025-10-08 12:56:30+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-12,108383579243517,B6010065788,8115,,2025-10-11 15:24:03+00:00,,El Dorado US-77  US-254,KTA-KTA073SB,nan,-,,KTA,0.69,
2025-10-10,170457306993098,B6010311304,None,,2025-10-09 14:26:30+00:00,,1 - South Beloit Mainline,1,nan,-,,ILTOLL,10.15,
2025-10-12,279298758782551,B6010052898,8615,,2025-10-10 11:29:07+00:00,,Arkansas Lane (ARKLN),PGBW-ARKLN-02,nan,-,,NTTA,1.84,
2025-10-10,852495290146197,B5010058942,259,,2025-10-09 21:34:04+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,3.45,
2025-10-13,920000729139330,B5010060214,9112,,2025-10-12 15:49:39+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-09,244771678209268,B6010057268,S23012,,2025-10-08 07:57:40+00:00,,Exit 259 - Unionville-Indian Trail Road,M06,nan,-,,NCTA,0.22,
2025-10-10,259813355338214,B6010284390,8447,,2025-10-09 14:39:06+00:00,,Lewis and Clark Bridge,ECN,nan,-,,RIVERLIN,13.33,
2025-10-15,121054600041859,B6010174711,79,,2025-10-13 23:46:11+00:00,,East Main Plaza (78th Street),T64,nan,-,,FDOT,8.52,
2025-10-10,144432000050325,B6010311304,None,,2025-10-09 15:39:50+00:00,,63 - Illinois 31,63,nan,-,,ILTOLL,6.1,
2025-10-16,107317119142481,B6010052909,8610,,2025-10-14 11:42:25+00:00,,T 331,T331,nan,-,,PTC,6.32,
2025-10-16,192396389833744,B6010119901,8329,,2025-10-14 09:12:41+00:00,,121 - Keyser Avenue Mainline Toll Plaza,A121,nan,-,,PTC,6.32,
2025-10-16,301329328227944,B5010058924,S23001,,2025-10-14 04:32:44+00:00,,Toll Gantry 5 288 NB DC to Sam Houston Toll,288-NBSHT-41,nan,-,,HCTRA,5.92,
2025-10-14,105146993195718,B6010035659,8546,,2025-10-13 12:20:01+00:00,,Sam Houston Central Plaza,SHT-SAMC-08,nan,-,,HCTRA,7.0,
2025-10-14,184983548538434,B6010119921,8417,,2025-10-13 17:27:14+00:00,,Lewis and Clark Bridge,ECS,nan,-,,RIVERLIN,13.33,
2025-10-10,741451738831840,B6010057268,S23012,,2025-10-08 21:29:03+00:00,,Exit 270 - Austin Chaney Road,M13,nan,-,,NCTA,0.48,
2025-10-14,122872118757834,B6010057271,S23022,,2025-10-09 07:51:27+00:00,,Tulsa,TRN-TULSA-06,nan,-,,OTA,5.4,
2025-10-11,181544044400837,B6010075128,8632,,2025-10-08 21:48:29+00:00,,US 75-Glenpool,CRK-75GLPL-02,nan,-,,OTA,2.98,
2025-10-10,186146315326293,B5010028619,8527,,2025-10-09 07:34:23+00:00,,Wilcrest,KTY-WLCRE-01,nan,-,,HCTRA,7.0,
2025-10-15,232921276020870,U057481-TN,2894,,2025-10-09 18:11:58+00:00,,gpw-cfml-21,GPW-CFML,nan,-,,HCTRA,9.12,
2025-10-16,942688488690305,B6010065780,9076,,2025-10-14 06:40:02+00:00,,i35ws-us287s-22,I35WS-US287S-,nan,-,,NTTA,18.0,
2025-10-15,250280394329703,B5010022294,224320,,2025-10-08 21:42:23+00:00,,Oklahoma City,TRN-OKCWGT-03,nan,-,,OTA,1.98,
2025-10-11,275976189630660,B6010167834,8340,,2025-10-09 12:17:58+00:00,,91 - Fremont-Port Clinton,91,nan,-,,OTC,13.0,
2025-10-13,325721388382950,B5010058921,420661,,2025-10-11 05:42:20+00:00,,I 40-Henryetta,IN-EFLML-05,nan,-,,OTA,3.17,
2025-10-14,917163997746754,B6010052900,8616,,2025-10-10 11:07:40+00:00,,s45-semlp-04,S45-SEMLP-04/05,nan,-,,HCTRA,3.9,
2025-10-11,997477188482336,B6010086458,8643,,2025-10-10 09:34:38+00:00,,69 - Sample Road,069,nan,-,,FDOT,1.12,
2025-10-15,142335936681187,B6010119955,8347,,2025-10-14 14:48:58+00:00,,Haysville-Derby 71st  Mulvane K-53,KTA-KTA036SB,nan,-,,KTA,0.83,
2025-10-09,113403634886822,B6010125735,S24018,,2025-10-07 23:50:08+00:00,,133 - Stuart,004140,nan,-,,FDOT,1.47,
2025-10-11,212723164351181,B6010219260,8322,,2025-10-09 13:51:16+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,6.54,
2025-10-11,323958028582146,B6010057263,S23027,,2025-10-10 17:04:53+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.1,
2025-10-13,103363655749378,B6010065769,8407,,2025-10-12 18:31:49+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-09,310831758017291,B6010075124,8625,,2025-10-08 10:40:10+00:00,,99 - Spring Creek Mainline,99,nan,-,,ILTOLL,16.3,
2025-10-11,215268142223209,B6010035710,8549,,2025-10-10 12:49:49+00:00,,Josey Main Lane Gantry (MLG2),SRT-MLG2-11,nan,-,,NTTA,7.64,
2025-10-11,307675536690009,B6010086525,8645,,2025-10-10 08:53:47+00:00,,South Main / US 90,SHT-US90-98,nan,-,,HCTRA,4.0,
2025-10-11,460211432807754,B6010204247,8436,,2025-10-10 06:44:26+00:00,,Marshall Drive (MARDR),PGBW-MARDR-03,nan,-,,NTTA,1.3,
2025-10-12,117210501915074,B6010057263,S23027,,2025-10-11 04:19:33+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,1.2,
2025-10-12,342734585850344,B6010205371,8401,,2025-10-11 18:48:55+00:00,,gpw-vrml-51,GPW-VRML,nan,-,,HCTRA,8.8,
2025-10-12,478170624669109,B6010172681,221,,2025-10-10 20:32:46+00:00,,jkt-wstrn,JKT-WSTRN-05,nan,-,,OTA,4.6,
2025-10-16,166127541876350,B6010065769,8407,,2025-10-12 19:05:36+00:00,,13c-blusb-01,13C-BLUSB,nan,-,,HCTRA,27.81,
2025-10-16,531084783096103,C854HR-TN,S24015,,2025-10-11 03:42:37+00:00,,SR836 East (at 97th Ave),D26,nan,-,,FDOT,0.66,
2025-10-09,117195958889747,B6010039150,8109,,2025-10-07 23:16:27+00:00,,sht-samsw-04,SHT-SAMSW-03,nan,-,,HCTRA,3.5,
2025-10-09,297387117888284,B6010107782,8320,,2025-10-08 15:12:05+00:00,,Mainline Plaza: East of I-45,GPW-HRDML,nan,-,,HCTRA,2.2,
2025-10-16,325971113804800,B6010086519,8653,,2025-10-14 16:34:48+00:00,,Walters,HEB-WALTRS-10,nan,-,,OTA,2.32,
2025-10-11,262152917648239,B6010167872,8310,,2025-10-09 15:24:36+00:00,,Belt Line Road (BELRD),DNT-BELRD-02,nan,-,,NTTA,1.8,
2025-10-11,793948552363842,B6010086458,8643,,2025-10-09 16:47:52+00:00,,141 - Port St. Lucie,142,nan,-,,FDOT,0.9,
2025-10-10,304083559246472,B6010174721,77,,2025-10-08 20:20:22+00:00,,SR836 East (at 57th Ave),D30,nan,-,,MDX,1.32,
2025-10-09,330806404318291,B5010022289,S22012,,2025-10-08 05:08:59+00:00,,Tonganoxie-Eudora: 222nd St  Lawrence : US-59,KTA-KTA207WB,nan,-,,KTA,0.38,
2025-10-08,414363586245442,B6010039125,8346,,2025-10-07 20:59:49+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-09,299375502345360,B6010039104,8332,,2025-10-08 14:11:37+00:00,,El Dorado US-77  Andover 21st,KTA-KTA061SB,nan,-,,KTA,1.93,
2025-10-13,179565230300614,B6010119922,8348,,2025-10-11 08:38:41+00:00,,h13-mustc-06,H13-MUSTC,nan,-,,HCTRA,6.54,
2025-10-11,298312616491725,B5010017627,S22015,,2025-10-10 22:28:17+00:00,,Cassoday K-177  El Dorado US-77,KTA-KTA087SB,nan,-,,KTA,0.77,
2025-10-11,125803935383439,B6010105963,8316,,2025-10-08 07:45:23+00:00,,I635-COIRD Coit Road Entrance,I635-COIRD-11,nan,-,,NTTA,27.6,
2025-10-12,144392725434879,B6010057263,S23027,,2025-10-11 03:40:43+00:00,,Topeka K-4  I-470,KTA-KTA179NB,nan,-,,KTA,0.24,
2025-10-12,286611763789746,B6010039142,7961,,2025-10-11 07:53:36+00:00,,h13-mustc-06,H13-MUSTC,nan,-,,HCTRA,6.54,
2025-10-14,622818972016051,B6010086453,8649,,2025-10-13 00:27:44+00:00,,42 - I-57/147th St (Illinois 83),42,nan,-,,ILTOLL,6.1,
2025-10-14,280593908255087,B6010065769,8407,,2025-10-12 18:49:36+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-09,156265516719111,B6010057263,S23027,,2025-10-08 16:46:13+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.1,
2025-10-10,302383703949535,B5010065476,S23032,,2025-10-08 21:00:50+00:00,,Exit 255 - U.S. 74 (West),M01,nan,-,,NCTA,0.3,
2025-10-10,318350338059458,410462470,S20034,,2025-10-08 21:00:28+00:00,,47 - Miramar Plaza,047,nan,-,,FDOT,1.16,
2025-10-09,107206443824404,B6010204254,8105,,2025-10-08 08:49:56+00:00,,Chelyan (Toll Plaza C),C,nan,-,,WVPEDTA,13.0,
2025-10-09,159576584737670,B6010057268,S23012,,2025-10-07 21:19:59+00:00,,Exit 259 - Unionville-Indian Trail Road,M05,nan,-,,NCTA,0.22,
2025-10-10,715700035096954,B5010058921,420661,,2025-10-08 08:17:10+00:00,,in-us270,IN-US270-10,nan,-,,OTA,0.35,
2025-10-10,866122924470407,B5010034041,212,,2025-10-08 16:32:36+00:00,,jkt-us77,JKT-US77-11,nan,-,,OTA,2.27,
2025-10-11,161728293585465,B5010058944,206,,2025-10-10 05:30:24+00:00,,Emporia I-35  Cassoday K-177,KTA-KTA123NB,nan,-,,KTA,4.83,
2025-10-09,153699856564821,B6010057263,S23027,,2025-10-08 13:58:55+00:00,,Mulvane K-53  US-160,KTA-KTA021SB,nan,-,,KTA,0.67,
2025-10-11,687597574684279,B5010022290,S22013,,2025-10-08 15:00:15+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.24,
2025-10-14,979590217620608,U227027-TN,13564,,2025-10-08 15:00:42+00:00,,Mainline Plaza: East of I-45,GPW-HRDML,nan,-,,HCTRA,3.32,
2025-10-10,152705469290029,B5010061401,8517,,2025-10-09 06:39:16+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-10,280833551632462,B6010086526,8655,,2025-10-09 11:53:04+00:00,,Sam Houston SW Plaza,SHT-SAMSW-08,nan,-,,HCTRA,7.0,
2025-10-13,368308574825647,B5010017613,8526,,2025-10-09 12:57:04+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-12,134446636579208,B5010060221,8152,,2025-10-11 12:52:32+00:00,,Hardy North Plaza,HDY-HDYN-04,nan,-,,HCTRA,7.0,
2025-10-12,247481485377569,B6010086545,8405,,2025-10-11 08:03:59+00:00,,Sam Houston Central Plaza,SHT-SAMC-14,nan,-,,HCTRA,7.0,
2025-10-14,313766891433620,1662893701108,207,,2025-10-10 21:42:47+00:00,,Sam Houston NE Mainlane,SHT-SAMNE-04,nan,-,,HCTRA,7.0,
2025-10-14,241268172428713,B6010219218,8402,,2025-10-13 13:13:04+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.69,
2025-10-15,287467110446634,B6010057267,S23029,,2025-10-13 14:59:05+00:00,,I-35,JKT-I35-04,nan,-,,OTA,0.66,
2025-10-11,128490732654782,B6010066068,S24024,,2025-10-09 21:10:26+00:00,,Exit 255 - U.S. 74 (West),M01,nan,-,,NCTA,0.3,
2025-10-11,788715392678747,B6010108541,S24030,,2025-10-08 22:09:46+00:00,,"WPL : William Preston Lane, Jr. Memorial Bridge (Bay Bridge)",WPL,nan,-,,MdTA,4.0,
2025-10-11,271747319840011,B6010065788,8115,,2025-10-09 10:38:46+00:00,,I35W-I-30 W US 287 Entrance,I35W-I35WI30EAST-37,nan,-,,NTTA,23.0,
2025-10-15,987481940141821,B5010017609,8441,,2025-10-14 17:59:51+00:00,,Sam Houston South Plaza,SHT-SAMS-11,nan,-,,HCTRA,7.0,
2025-10-11,203319546638209,B6010086561,8654,,2025-10-10 09:13:08+00:00,,Hillcroft Ave.,SHT-HILL-78,nan,-,,HCTRA,4.0,
2025-10-10,124752388759848,B6010107803,8660,,2025-10-09 13:51:12+00:00,,151sb,KTA-KTA151SB-03,nan,-,,KTA,4.14,
2025-10-10,265636791735187,B6010107803,8660,,2025-10-09 12:12:30+00:00,,Haysville-Derby 71st  Mulvane K-53,KTA-KTA036SB,nan,-,,KTA,0.83,
2025-10-15,251617344928406,B6010075122,8612,,2025-10-14 12:55:11+00:00,,gpw-rfzml-16,GPW-RFZML,nan,-,,HCTRA,3.28,
2025-10-11,248037197617921,B6010107803,8660,,2025-10-10 17:19:15+00:00,,Topeka K-4  I-470,KTA-KTA179NB,nan,-,,KTA,0.69,
2025-10-11,310279496790593,B6010219218,8402,,2025-10-10 11:40:31+00:00,,Mulvane K-53  US-160,KTA-KTA021SB,nan,-,,KTA,1.93,
2025-10-14,149612561392232,B5010022294,224320,,2025-10-09 03:55:52+00:00,,Bristow-SH 66,TRN-BRSTW,nan,-,,OTA,3.36,
2025-10-10,203016773295703,B6010034685,8537,,2025-10-08 20:03:53+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,6.54,
2025-10-10,205209104550412,B5010017613,8526,,2025-10-09 12:38:48+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-12,180496013428474,B5010058942,259,,2025-10-11 04:59:37+00:00,,Lecompton K-10  Topeka I-70  K-4,KTA-KTA191EB,nan,-,,KTA,2.07,
2025-10-11,302823329399185,B6010066112,S24003,,2025-10-10 22:29:49+00:00,,Lecompton K-10  Topeka I-70  K-4,KTA-KTA191EB,nan,-,,KTA,0.72,
2025-10-13,440538549306217,B6010172681,221,,2025-10-11 05:57:48+00:00,,N. End Gate I 40,JKT-I40SW15-01,nan,-,,OTA,7.36,
2025-10-11,153857808753200,B5010036855,266,,2025-10-10 23:44:18+00:00,,El Dorado US-77  Andover 21st,KTA-KTA061SB,nan,-,,KTA,1.93,
2025-10-12,262989864522120,B5010017818,9115,,2025-10-11 09:58:53+00:00,,43 - I-80 WB,43,nan,-,,ILTOLL,6.1,
2025-10-16,769499761031332,B6010052909,8610,,2025-10-14 09:19:37+00:00,,T 341,T341,nan,-,,PTC,5.48,
2025-10-14,246335000185521,B6010057263,S23027,,2025-10-13 12:10:19+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,1.2,
2025-10-14,119851483742361,U227101-TN,13120,,2025-10-13 11:36:04+00:00,,Custer Main Lane Gantry (MLG3),SRT-MLG3-11,nan,-,,NTTA,15.84,
2025-10-11,183727250682478,B6010219260,8322,,2025-10-09 14:14:09+00:00,,13c-blusb-01,13C-BLUSB,nan,-,,HCTRA,27.81,
2025-10-11,244871520957057,B6010204984,8508,,2025-10-09 11:44:47+00:00,,gpw-rfzml-16,GPW-RFZML,nan,-,,HCTRA,3.28,
2025-10-10,174263761389768,B6010066093,S24015,,2025-10-08 03:58:39+00:00,,SR874 North (at Killian),S30,nan,-,,MDX,0.23,
2025-10-14,239403537984525,B5010061406,8525,,2025-10-12 13:32:50+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-15,863862302447299,B5010028610,8446,,2025-10-14 18:39:10+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-12,180297495383287,B6010219260,8322,,2025-10-10 17:05:54+00:00,,13c-blusb-01,13C-BLUNB,nan,-,,HCTRA,27.81,
2025-10-11,411662295114924,B5010065474,S23015,,2025-10-09 21:08:40+00:00,,Exit 259 - Unionville-Indian Trail Road,M05,nan,-,,NCTA,0.22,
2025-10-11,144292904511052,1662894601106,216,,2025-10-08 18:46:10+00:00,,249b-fm1774-45,249-174ML-45/46/47,nan,-,,HCTRA,10.4,
2025-10-15,290114952328670,B5010058942,259,,2025-10-14 05:10:26+00:00,,Tonganoxie-Eudora: 222nd St  Lawrence : US-59,KTA-KTA207WB,nan,-,,KTA,1.1,
2025-10-14,331462397536089,B6010066112,S24003,,2025-10-13 22:06:19+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.1,
2025-10-09,181743929253897,B5010065476,S23032,,2025-10-08 07:51:57+00:00,,Exit 266 - Morgan Mill Road,M12,nan,-,,NCTA,0.64,
2025-10-09,278547866762732,B6010057263,S23027,,2025-10-08 14:04:05+00:00,,Haysville-Derby 71st  Mulvane K-53,KTA-KTA036SB,nan,-,,KTA,0.29,
2025-10-14,738410694528802,B5010060221,8152,,2025-10-13 14:38:41+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,2.18,
2025-10-15,151546263824935,B6010205367,8427,,2025-10-13 09:49:45+00:00,,Lower Tarrant Mainlane Gantry (MLG11),PGBW-MLG11-03,nan,-,,NTTA,5.16,
2025-10-12,168774079032397,B6010105983,9042,,2025-10-11 14:28:01+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-09,338604618777970,B6010107791,8657,,2025-10-07 20:45:28+00:00,,Sam Houston Central Plaza,SHT-SAMC-12,nan,-,,HCTRA,7.0,
2025-10-13,199318779056863,B6010034704,8541,,2025-10-09 17:54:08+00:00,,Sam Houston North Plaza,SHT-SAMN-05,nan,-,,HCTRA,7.0,
2025-10-13,231202837060803,C854HR-TN,S24015,,2025-10-08 21:01:58+00:00,,SR874 South (at Killian),S70,nan,-,,FDOT,0.23,
2025-10-18,533674857389228,B6010108554,S24035,,2025-10-13 22:57:40+00:00,,"Silver Spring, MD 20905, Toll Gantry",I10,nan,-,,MdTA,0.43,
2025-10-11,161089752848545,B6010039104,8332,,2025-10-09 06:25:39+00:00,,I35W-ALLIANCE Gateway Entrance,I35W-ALLIANCE-19,nan,-,,NTTA,27.0,
2025-10-12,286114626925059,B6010174710,8603,,2025-10-10 11:29:53+00:00,,Sam Houston North Plaza,SHT-SAMN-05,nan,-,,HCTRA,7.0,
2025-10-12,874187870127257,B6010205367,8427,,2025-10-10 07:39:19+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-15,152866664782980,B6010205367,8427,,2025-10-14 17:10:48+00:00,,Wilcrest,KTY-WLCRE-01,nan,-,,HCTRA,7.0,
2025-10-16,171008953163375,U1524HY-TN,77,,2025-10-13 21:03:43+00:00,,SR836 East (at 57th Ave),D30,nan,-,,FDOT,1.32,
2025-10-10,231125203829027,B5010022289,S22012,,2025-10-07 20:48:26+00:00,,Tonganoxie-Eudora: 222nd St  Lawrence : US-59,KTA-KTA207WB,nan,-,,KTA,0.38,
2025-10-09,881553291110614,B5010065474,S23015,,2025-10-07 21:44:15+00:00,,Exit 257 - Indian Trail-Fairview Road,M03,nan,-,,NCTA,0.36,
2025-10-15,291103646691425,B6010075118,8620,,2025-10-14 06:34:56+00:00,,39 - 83rd St Mainline,39,nan,-,,ILTOLL,8.15,
2025-10-11,337127400157843,B5010022289,S22012,,2025-10-10 11:58:02+00:00,,Wichita K-96  US-54 Kellogg,KTA-KTA050NB,nan,-,,KTA,0.14,
2025-10-10,900577721313887,B6010039104,8332,,2025-10-09 06:33:43+00:00,,"I820-35WS South Entrance, Exit 57C",I35WS-820-31,nan,-,,NTTA,28.0,
2025-10-10,172837147769795,B5010022318,255,,2025-10-08 12:02:12+00:00,,N. End Gate I 40,JKT-I40SW15-01,nan,-,,OTA,7.36,
2025-10-10,368374424339053,B6010075118,8620,,2025-10-08 17:16:53+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,6.54,
2025-10-11,116920178255494,B5010017613,8526,,2025-10-09 13:51:55+00:00,,13c-h20x-01,13C-H20N,nan,-,,HCTRA,6.84,
2025-10-10,285441562984897,B5010063666,8204,,2025-10-09 15:13:44+00:00,,Belt Line Road (BELRD),DNT-BELRD-02,nan,-,,NTTA,1.35,
2025-10-14,102207368213070,B6010205361,8518,,2025-10-13 09:55:22+00:00,,Mainlane Plaza West of SH 146 (Bus.),GPW-146BE,nan,-,,HCTRA,2.64,
2025-10-11,171389017993342,B6010086458,8643,,2025-10-10 09:54:23+00:00,,88 - Lantana,004200,nan,-,,FDOT,1.5,
2025-10-12,979970471048433,B5010050873,1027,,2025-10-10 23:56:25+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-12,290443604669534,B5010060214,9112,,2025-10-10 04:25:10+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-11,258977187269184,B6010086545,8405,,2025-10-09 14:15:21+00:00,,gpw-cfml-21,GPW-CFML,nan,-,,HCTRA,6.08,
2025-10-10,164749036252995,B5010022294,224320,,2025-10-08 05:38:31+00:00,,I-35,JKT-I35-04,nan,-,,OTA,0.66,
2025-10-09,210136653411288,B6010119951,8311,,2025-10-07 21:10:24+00:00,,Gantry 4 - Westbound,SH114-HDRD-55,nan,-,,NTTA,3.32,
2025-10-10,606917597092685,B5010036855,266,,2025-10-09 01:23:27+00:00,,Wichita K-15  I-135/I-235,KTA-KTA043NB,nan,-,,KTA,0.41,
2025-10-14,973515875515777,B6010086453,8649,,2025-10-13 06:27:07+00:00,,35 - Cermak Mainline (22nd St),35,nan,-,,ILTOLL,8.15,
2025-10-15,274670209385755,B6010057263,S23027,,2025-10-14 15:34:44+00:00,,El Dorado US-77  US-254,KTA-KTA073SB,nan,-,,KTA,0.24,
2025-10-10,142831557454658,B6010057268,S23012,,2025-10-08 21:22:47+00:00,,Exit 264 - U.S. 601,M09,nan,-,,NCTA,0.29,
2025-10-09,166971736258439,B6010086458,8643,,2025-10-07 23:07:12+00:00,,Sam Houston North Plaza,SHT-SAMN-06,nan,-,,HCTRA,7.0,
2025-10-09,217155353144058,B6010057268,S23012,,2025-10-07 21:16:13+00:00,,Exit 255 - U.S. 74 (West),M01,nan,-,,NCTA,0.3,
2025-10-11,307343865801493,U057473-TN,2886,,2025-10-07 22:29:31+00:00,,Trinity Mills Main Lane Gantry (MLP2),DNT-MLP2-09,nan,-,,NTTA,8.34,
2025-10-16,240060196223183,B6010205371,8401,,2025-10-13 15:06:25+00:00,,Wycliff Main Lane Gantry (MLP1),DNT-MLP1-07,nan,-,,NTTA,7.76,
2025-10-11,223176296997753,B5010055206,8501,,2025-10-09 11:07:33+00:00,,Wirt,KTY-WIRTE-01,nan,-,,HCTRA,7.0,
2025-10-16,310058778520329,B5010022297,256,,2025-10-10 06:18:16+00:00,,Wilshire,JKT-BRTNML-01,nan,-,,OTA,1.56,
2025-10-10,218085753574063,B6010105963,8316,,2025-10-08 09:29:20+00:00,,I35E-SH121 Hwy 121,I35E-SH121-70,nan,-,,NTTA,4.64,
2025-10-11,220805380736594,C854HR-TN,S24015,,2025-10-07 20:33:29+00:00,,SR874 South (at SR826),S60,nan,-,,FDOT,0.47,
2025-10-10,274155067223964,B5010022290,S22013,,2025-10-09 13:30:07+00:00,,Mulvane K-53  US-160,KTA-KTA021SB,nan,-,,KTA,0.67,
